id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
CLI01577,Saidi,Ilyas,ilyassaidi@yahoo.fr,1957-11-15,1,Oujda,0625996114,2025-08-03,Email
CLI02414,Benjelloun,Dounia,dounia.benjelloun@menara.ma,1985-05-22,f,Meknès,0707002279,2023-07-28,Influenceur
CLI03746,Benjelloun,Fouad,fouad-benjelloun@hotmail.com,1953-02-22,M,Safi,0732204484,2025-04-17,Google SEO
CLI90304,El Moussaoui,Adil,adil-elmoussaoui@outlook.com,1963-07-22,H,Meknès,0686557790,2024-12-02,Affichage
CLI02938,El Azzouzi,Fatima,fatima.elazzouzi@menara.ma,1960-11-15,F,Taza,0781296454,2022-12-26,Affichage
CLI00979,Benali,Fouad,fouad-benali@yahoo.fr,2009-04-01,M,Meknès,0707569994,2024-10-10,Recommandation
CLI02586,El Azzouzi,Rabha,rabhaelazzouzi@outlook.com,1976-07-05,F,Marrakech,0792615283,2025-05-29,Google SEO
CLI02378,El Hajjaji,Karim,karimelhajjaji@hotmail.com,1998-03-26,Homme,Agadir,0698714142,2023-10-05,Influenceur
CLI00522,El Khamlichi,Simo,simo.elkhamlichi16@yahoo.fr,1973-12-26,H,Taza,0791342138,2024-09-18,Affichage
CLI01674,El Ghazi,Nabil,nabil_elghazi@menara.ma,1978-04-10,H,Safi,0701999162,2024-07-01,Recommandation
CLI01182,Naciri,Laila,lailanaciri@outlook.com,1956-03-23,0,Oujda,0798332617,2024-03-03,Google SEO
CLI01887,Benomar,Ayoub,ayoubbenomar@outlook.com,2009-05-20,M,Safi,0620316131,2023-11-14,Direct
CLI03628,Benhaddou,Nabil,nabil.benhaddou@hotmail.com,1983-07-17,Homme,Safi,0773508220,2024-05-25,Recommandation
CLI02339,Bakkali,Samira,samira_bakkali77@hotmail.com,1998-01-15,Femme,Agadir,0783937772,2023-07-14,Direct
CLI00533,El Andaloussi,Nour,nour.elandaloussi4@outlook.com,1960-01-21,Femme,Marrakech,0721182379,2022-09-23,Email
CLI02330,Kettani,Karim,karim.kettani36@yahoo.fr,1999-06-21,M,Rabat,0787963387,2025-10-12,TV
CLI02294,El Ouafi,Siham,siham.elouafi@menara.ma,1985-04-09,f,Kenitra,0758647401,2023-11-05,TV
CLI04451,El Bakkali,Walid,walidelbakkali79@outlook.com,1991-01-25,m,Agadir,0642354432,2025-03-07,Recommandation
CLI03792,Belkadi,Ayoub,ayoub.belkadi@outlook.com,1982-03-22,1,Rabat,0725967347,2023-04-19,TikTok
CLI01245,El Azzouzi,Nassim,nassim.elazzouzi@yahoo.fr,1975-05-11,Homme,Oujda,0739891370,2024-08-07,TikTok
CLI01173,Rhazouani,Othmane,othmane_rhazouani87@gmail.com,2003-10-05,1,El Jadida,0729350979,2023-12-28,Email
CLI01960,El Amrani,Bilal,bilal.elamrani@menara.ma,2007-04-21,Homme,béni mellal,0611959602,2024-07-24,Direct
CLI01567,Tazi,Issam,issam.tazi@menara.ma,1982-08-16,H,Béni Mellal,0766342083,2024-01-08,Recommandation
CLI00854,El Khamlichi,Driss,driss_elkhamlichi@gmail.com,2010-03-25,M,Béni Mellal,0700260151,2024-07-28,TikTok
CLI01068,Chakir,Reda,redachakir@gmail.com,2004-05-25,Homme,Kenitra,0731132661,2025-10-24,Instagram
CLI01304,Ziani,Tarik,tarik-ziani35@menara.ma,1986-04-18,1,Casablanca,0793663579,2025-05-29,Influenceur
CLI01296,Chraibi,Sanaa,sanaachraibi@menara.ma,1947-03-31,0,Rabat,0694907634,2025-05-09,Instagram
CLI04517,Belkadi,Reda,reda.belkadi@outlook.com,1978-04-15,1,Nador,0779643887,2026-01-30,Email
CLI04802,Benali,Ali,ali-benali1@menara.ma,1953-01-29,Homme,Casablanca,0633274497,2024-07-12,TikTok
CLI03430,Alaoui,Simo,simo-alaoui@hotmail.com,2007-10-19,male,Agadir,0619177987,2022-06-30,TV
CLI02820,Benali,Meryem,meryembenali@yahoo.fr,2001-01-22,Femme,El Jadida,0635435129,2024-02-29,Google SEO
CLI00542,El Hajjaji,Fatima,fatima_elhajjaji76@menara.ma,1970-11-29,F,Taza,0694047604,2023-07-07,Recommandation
CLI02000,El Amrani,Adil,adilelamrani48@gmail.com,1965-02-08,m,El Jadida,0755987592,2023-04-27,Google SEO
CLI03318,Alaoui,Ghita,ghita-alaoui@menara.ma,2000-02-09,Femme,Rabat,0670609314,2026-04-12,Instagram
CLI04023,Berrada,Issam,issam-berrada@menara.ma,2008-12-27,1,Kenitra,0787261969,2025-03-20,Direct
CLI00833,El Moussaoui,Mariam,mariam-elmoussaoui@menara.ma,2001-09-07,f,Casablanca,0653912878,2023-03-27,Affichage
CLI04206,Bensouda,Aicha,aicha.bensouda@gmail.com,1953-01-01,f,Tanger,0603128072,2026-01-23,TV
CLI03707,El Hamdouchi,Hanane,hanane_elhamdouchi@outlook.com,1966-07-03,f,Casablanca,0644761494,2025-08-30,Email
CLI04063,Bakkali,Bilal,bilal-bakkali23@hotmail.com,1991-02-12,m,Safi,0651528548,2022-08-30,TV
CLI00978,El Ouafi,Houssam,houssam-elouafi@hotmail.com,1998-01-04,H,Taza,0651985458,2023-05-26,Facebook
CLI00949,Oulhaj,Rim,rim_oulhaj48@outlook.com,1947-12-05,Femme,FES,0690221797,2023-06-02,Affichage
CLI03644,Rhazouani,Riad,riad_rhazouani@yahoo.fr,1979-12-31,m,Fès,0636616252,2025-09-02,Email
CLI03711,El Bakkali,Loubna,loubnaelbakkali@hotmail.com,1961-06-02,f,Meknès,0719828590,2023-04-18,Recommandation
CLI00076,Bouyahia,Issam,issam_bouyahia@hotmail.com,1987-03-07,Homme,Kenitra,0642253584,2025-08-20,Instagram
CLI97593,Benkirane,Hind,hind.benkirane@gmail.com,1954-05-21,Femme,Rabat,0724915289,2025-08-18,Email
CLI01917,Saidi,Sanaa,sanaasaidi@gmail.com,1951-05-28,female,Béni Mellal,0677323573,2024-10-07,Direct
CLI03893,Belkadi,Mohammed,mohammed_belkadi@hotmail.com,1990-08-06,male,Safi,0623629825,2024-09-08,TV
CLI00850,Ksikes,Siham,sihamksikes@hotmail.com,2001-09-11,0,Agadir,0748352680,2022-04-01,Influenceur
CLI04465,Berrada,Sanaa,sanaa_berrada@gmail.com,2009-05-03,F,tetouan,0621230908,2023-11-20,Influenceur
CLI01468,El Bakkali,Ali,alielbakkali20@hotmail.com,1981-08-19,m,Safi,0617368385,2024-11-01,Google SEO
CLI02310,Benali,Riad,riad-benali@menara.ma,1949-03-12,male,Agadir,0691067333,2022-11-19,Affichage
CLI04143,El Moussaoui,Rachid,rachid_elmoussaoui17@menara.ma,1998-04-08,1,Tétouan,0792936258,2026-01-27,Recommandation
CLI02871,El Andaloussi,Brahim,brahim_elandaloussi@yahoo.fr,1969-11-04,H,Oujda,0756123400,2023-09-18,Instagram
CLI00254,Bouyahia,Rabha,rabha.bouyahia@yahoo.fr,2005-03-16,f,Tétouan,0735334485,2026-03-16,Direct
CLI03186,El Azzouzi,Hicham,hicham_elazzouzi@menara.ma,2003-09-23,Homme,Béni Mellal,0671215197,2025-09-16,Google SEO
CLI03760,El Ghazi,Adil,adilelghazi@menara.ma,1970-08-12,M,El Jadida,0722355044,2024-12-27,Google SEO
CLI00846,Boulahia,Meryem,meryem-boulahia72@menara.ma,1890-01-01,0,Rabat,0647312616,2023-06-08,Affichage
CLI03473,Idrissi,Sara,sara.idrissi@outlook.com,1978-04-14,Femme,Kenitra,0764492559,2023-11-18,Email
CLI99091,Benhaddou,Youssef,youssef.benhaddou32@menara.ma,1954-02-04,male,Kenitra,0682872388,2026-02-22,TikTok
CLI90171,El Ghazi,Loubna,loubnaelghazi@yahoo.fr,2000-08-16,Femme,Meknès,0658336597,2024-08-04,Recommandation
CLI04290,El Bakkali,Ghita,ghita.elbakkali@gmail.com,1986-08-23,0,Kenitra,0604047941,2025-04-06,Influenceur
CLI04546,Lahlou,Najat,najat_lahlou@hotmail.com,2003-03-29,f,Tanger,0678491929,2024-09-24,Email
CLI04746,Tazi,Zineb,zineb_tazi@yahoo.fr,2009-08-10,female,casablanca,0695870952,2025-11-28,Influenceur
CLI04300,Guerrouj,Khalid,khalid_guerrouj@outlook.com,1983-01-20,m,Oujda,0760678083,2022-09-27,Instagram
CLI01392,Zeroual,Karim,karimzeroual@hotmail.com,1969-04-13,Homme,Agadir,0600510819,2024-05-08,Recommandation
CLI04737,Bouyahia,Soufiane,soufiane.bouyahia@menara.ma,1995-11-04,H,Safi,0636524394,2022-08-11,Email
CLI03581,Cherkaoui,Omar,omarcherkaoui64@gmail.com,1971-01-14,m,Meknès,0656588793,2023-05-20,Recommandation
CLI04527,Ziani,Nassim,nassimziani@gmail.com,1987-08-24,m,Meknès,0707914813,2025-09-05,TV
CLI01646,Bensouda,Samir,samirbensouda@gmail.com,1946-07-24,male,Agadir,0795957812,2024-11-10,Direct
CLI00509,El Amrani,Ghita,ghita.elamrani@yahoo.fr,2015-06-01,0,Fès,0726804085,2025-01-27,Google SEO
CLI02220,El Andaloussi,Widad,widad_elandaloussi@yahoo.fr,1977-05-07,Femme,oujda,0697595536,2023-06-22,Recommandation
CLI02703,Errami,Souad,souad_errami94@yahoo.fr,1951-02-08,f,Safi,0730658582,2023-09-16,Direct
CLI04778,El Ouafi,Hamid,hamid.elouafi87@menara.ma,2001-08-14,male,TAZA,0691325311,2025-12-25,Facebook
CLI02725,El Amrani,Ali,alielamrani@menara.ma,1976-12-31,male,Nador,0732071811,2023-11-19,Influenceur
CLI03362,Moussaoui,Mohammed,mohammed.moussaoui86@outlook.com,1954-09-05,male,Taza,0636189135,2023-12-14,TikTok
CLI04439,Chakir,Nadia,nadiachakir@gmail.com,1963-06-02,f,Oujda,0639871409,2023-07-22,Influenceur
CLI02689,El Khamlichi,Ayoub,ayoub.elkhamlichi@outlook.com,1985-03-25,male,Nador,0649762174,2024-07-17,Instagram
CLI04075,Chraibi,Simo,simochraibi@outlook.com,1960-07-03,1,Agadir,0605837849,2022-05-13,Affichage
CLI03483,Guerrouj,Dounia,dounia.guerrouj17@yahoo.fr,1979-01-22,0,Casablanca,0760232474,2022-08-06,Influenceur
CLI04919,Bensouda,Dounia,dounia-bensouda@menara.ma,1993-10-21,0,Casablanca,0699201504,2025-03-31,Instagram
CLI95685,El Ghazi,Ghita,ghita.elghazi@menara.ma,1952-03-01,f,Casablanca,0731641199,2024-07-27,Instagram
CLI04463,Oulhaj,Khalid,khalid_oulhaj@outlook.com,1971-01-19,M,Béni Mellal,0737152733,2023-10-03,Google SEO
CLI03408,El Hamdouchi,Anass,anass.elhamdouchi@hotmail.com,1958-01-20,m,Oujda,0611270645,2025-09-03,Recommandation
CLI01090,Tahiri,Hafida,hafida-tahiri90@yahoo.fr,2001-02-04,female,Rabat,0698474225,2025-06-01,Influenceur
CLI04315,Benali,Loubna,loubnabenali83@gmail.com,1954-03-12,0,Nador,0638145909,2023-07-06,Direct
CLI04610,Benomar,Hanane,hanane_benomar@hotmail.com,1949-09-19,Femme,Kenitra,0706163283,2025-05-12,TV
CLI00505,Bouyahia,Brahim,brahim.bouyahia@menara.ma,1960-11-06,male,Rabat,0671955356,2023-04-02,Google SEO
CLI02104,Guerrouj,Abdellatif,abdellatif.guerrouj@yahoo.fr,1994-12-01,M,El Jadida,0676861277,2024-11-01,TV
CLI04488,Guerrouj,Mohammed,mohammed-guerrouj@gmail.com,1970-03-18,1,Meknès,0665336564,2022-09-26,Email
CLI00349,Guerrouj,Hanane,hanane.guerrouj@outlook.com,1979-07-21,Femme,Kenitra,0654492683,2022-08-08,Instagram
CLI00486,Cherkaoui,Loubna,loubnacherkaoui12@yahoo.fr,1985-10-31,female,Kenitra,0782455696,2022-07-11,Recommandation
CLI03084,Idrissi,Badr,badr.idrissi18@hotmail.com,1976-06-28,male,Agadir,0610107452,2024-01-02,Google SEO
CLI04827,Alaoui,Ghita,ghitaalaoui95@yahoo.fr,1983-08-24,F,Oujda,0770767031,2024-03-29,Google SEO
CLI03743,Drissi,Aziz,aziz-drissi18@menara.ma,1999-06-06,male,Taza,0767337610,2024-07-21,Direct
CLI00815,Ouazzani,Adil,adil.ouazzani@yahoo.fr,1971-02-28,H,Casablanca,0722593648,2024-06-08,Affichage
CLI01708,Benomar,Badr,badr-benomar@gmail.com,1959-12-31,male,Fès,0750172727,2023-06-22,TV
CLI01009,El Andaloussi,Nadia,nadiaelandaloussi@outlook.com,1948-03-28,Femme,Tétouan,0714486983,2025-06-13,Google SEO
CLI04450,Saidi,Malika,malika_saidi@hotmail.com,1954-07-20,F,Kenitra,0657181878,2022-04-27,Instagram
CLI02305,El Moussaoui,Loubna,loubna_elmoussaoui@outlook.com,2005-01-21,female,Kenitra,0641301606,2026-01-13,Recommandation
CLI02855,Oulhaj,Hafida,hafida-oulhaj@gmail.com,1998-05-18,Femme,Tétouan,0690704451,2024-09-20,TV
CLI96760,Berrada,Latifa,latifa_berrada@outlook.com,1999-01-05,f,Rabat,0631386349,2023-01-14,Facebook
CLI00553,El Ghazi,Brahim,brahim-elghazi@gmail.com,1970-03-09,Homme,El Jadida,0796815790,2022-07-20,Email
CLI00304,Kettani,Nabil,nabil-kettani19@yahoo.fr,1974-07-23,H,Tétouan,0689119083,2022-03-31,Email
CLI04941,Naciri,Simo,simonaciri27@outlook.com,1948-08-24,1,Casablanca,0718406350,2025-10-07,Affichage
CLI99861,El Moussaoui,Salma,salmaelmoussaoui@hotmail.com,1967-07-30,f,Rabat,0682097023,2025-10-23,Instagram
CLI01803,Ouazzani,Ayoub,ayoub_ouazzani92@hotmail.com,1990-03-19,1,Oujda,0716991658,2023-06-30,Direct
CLI04388,Zeroual,Amina,amina.zeroual@yahoo.fr,1966-01-15,female,BENI MELLAL,0640012029,2022-10-31,Affichage
CLI00650,Naciri,Zineb,zineb_naciri@hotmail.com,1955-05-27,F,Rabat,0700615727,2025-03-09,Influenceur
CLI03629,Ziani,Souad,souad-ziani@yahoo.fr,2006-09-21,f,Marrakech,0683356720,2025-05-05,Direct
CLI01156,El Andaloussi,Rania,incomplet,1975-02-09,Femme,Meknès,0645289860,2022-12-14,Influenceur
CLI04425,Chraibi,Rabha,rabhachraibi@gmail.com,1984-11-24,Femme,tng,0709650177,2022-03-28,Facebook
CLI01565,Ksikes,Ghita,ghita-ksikes@gmail.com,1957-05-01,f,Kenitra,0701055839,2023-06-30,Instagram
CLI04593,Moussaoui,Widad,widad_moussaoui@outlook.com,2002-11-15,F,Tétouan,0621544098,2023-10-31,Direct
CLI04879,Bouyahia,Youssef,youssef.bouyahia21@menara.ma,1955-06-22,M,Meknès,0761647295,2024-08-17,Email
CLI01790,El Azzouzi,Tarik,tarik-elazzouzi@gmail.com,1999-12-30,M,El Jadida,0629824922,2024-11-24,Google SEO
CLI01446,Drissi,Mustapha,mustaphadrissi55@gmail.com,1990-01-09,H,Nador,0726407608,2023-01-24,TV
CLI00654,Benali,Zineb,zineb.benali@hotmail.com,2005-01-15,female,Kenitra,0756608470,2025-07-24,Influenceur
CLI01271,El Hamdouchi,Fouad,fouad.elhamdouchi@menara.ma,2005-04-09,H,Nador,0734292421,2024-11-19,TV
CLI01530,Chraibi,Zakaria,zakaria.chraibi84@hotmail.com,1977-01-29,1,Tétouan,0618465124,2024-10-11,Facebook
CLI04012,Moussaoui,Karim,karim.moussaoui24@yahoo.fr,1969-01-09,m,Nador,0746979559,2026-04-13,Email
CLI02926,El Fassi,Najat,najat.elfassi@yahoo.fr,1964-07-27,f,Béni Mellal,0641971665,2023-02-18,TikTok
CLI03694,Belkadi,Ilham,ilham-belkadi@hotmail.com,1953-06-07,female,Agadir,0798111809,2023-09-25,Affichage
CLI02022,El Fassi,Yasmine,yasmine-elfassi@menara.ma,1982-05-04,f,Marrakech,0779888243,2023-06-08,Direct
CLI02351,El Hamdouchi,Soufiane,soufiane_elhamdouchi@outlook.com,2000-09-29,1,Nador,0636535423,2022-12-30,Direct
CLI03933,Zeroual,Hanane,hanane_zeroual10@outlook.com,1951-08-06,female,Marrakech,0786382469,2023-06-11,Affichage
CLI01445,El Bakkali,Aziz,aziz.elbakkali@yahoo.fr,1974-08-25,Homme,Meknès,0733229124,2022-07-27,Affichage
CLI00221,Tazi,Abdellatif,abdellatif_tazi32@menara.ma,2009-04-15,m,NADOR,0713271950,2022-12-27,Google SEO
CLI01193,El Andaloussi,Othmane,othmane-elandaloussi51@menara.ma,1968-01-02,Homme,Oujda,0640002086,2022-04-17,Google SEO
CLI02156,Oulhaj,Mustapha,mustapha_oulhaj59@menara.ma,2009-12-11,M,safi,0763370695,2024-03-31,Instagram
CLI04283,Rhazouani,Karim,karimrhazouani@yahoo.fr,1991-08-25,male,Tanger,0763643044,2023-02-23,TV
CLI02426,El Bakkali,Salma,salma_elbakkali@outlook.com,1959-06-15,F,Rabat,0738580099,2023-09-22,TV
CLI04078,Errami,Amina,amina.errami@gmail.com,1997-01-04,Femme,Casablanca,0603169962,2024-10-26,Instagram
CLI02913,Tahiri,Imane,imane.tahiri@yahoo.fr,1951-04-04,F,Marrakech,0665884066,2023-08-11,Instagram
CLI01514,Ouazzani,Latifa,latifa.ouazzani@hotmail.com,1993-12-23,Femme,Taza,0770165627,2022-12-31,Direct
CLI01117,Idrissi,Brahim,brahim_idrissi63@menara.ma,1952-12-24,male,Nador,0686433026,2022-04-20,TikTok
CLI01899,Alaoui,Rim,rim_alaoui56@hotmail.com,1989-02-11,F,Fès,0664266331,2023-02-25,Influenceur
CLI00658,El Hamdouchi,Salma,salma-elhamdouchi@outlook.com,1973-06-08,female,Taza,0609004047,2025-09-24,Influenceur
CLI02637,Ksikes,Simo,simo_ksikes@hotmail.com,1961-09-09,M,meknès,0674667856,2023-11-26,Email
CLI00590,Mernissi,Ghita,ghita.mernissi@yahoo.fr,1971-04-13,Femme,Tétouan,0667045023,2025-01-17,Facebook
CLI00418,El Bakkali,Ilyas,ilyas-elbakkali@gmail.com,2005-01-06,1,Rabat,0695429618,2025-02-15,Recommandation
CLI01093,El Mansouri,Zakaria,zakariaelmansouri16@hotmail.com,2003-08-03,M,OUJDA,0720165557,2025-11-11,Affichage
CLI02182,Lahlou,Ghita,ghita-lahlou@outlook.com,2010-02-07,female,Béni Mellal,0711055624,2024-04-06,Instagram
CLI00265,El Amrani,Ilyas,ilyas-elamrani@outlook.com,2000-05-23,H,Tanger,0780778795,2022-11-23,Influenceur
CLI02477,El Fassi,Khalid,khalid_elfassi@outlook.com,1977-02-22,M,Tanger,0609790963,2023-08-06,TikTok
CLI04302,El Andaloussi,Aziz,azizelandaloussi16@menara.ma,1985-08-02,1,Kenitra,0756999085,2023-05-19,Influenceur
CLI00326,Benhaddou,Siham,siham_benhaddou@hotmail.com,1978-11-06,f,Oujda,0656366941,2026-04-10,Instagram
CLI01237,Lamrani,Nabil,nabil.lamrani@outlook.com,1988-05-19,H,Oujda,0667532163,2026-04-05,Email
CLI04149,Idrissi,Btissam,btissam-idrissi@yahoo.fr,1984-08-29,F,Casablanca,0735394117,2025-04-21,Email
CLI03376,Naciri,Ayoub,ayoubnaciri@hotmail.com,2001-07-17,male,El Jadida,0665168004,2026-04-18,Direct
CLI01617,Oulhaj,Fatima,fatima_oulhaj@gmail.com,1977-08-05,0,Rabat,0795513305,2025-05-16,TV
CLI04796,Benhaddou,Hanane,hanane.benhaddou@outlook.com,1976-01-02,female,tanja,0724670845,2024-07-01,Google SEO
CLI03995,Berrada,Anass,anass.berrada33@gmail.com,1961-04-27,Homme,Kenitra,0619272657,2022-08-23,TikTok
CLI03665,Belkadi,Younes,younes-belkadi76@gmail.com,1959-02-07,Homme,Marrakech,0741219170,2023-04-18,Influenceur
CLI03720,Mernissi,Khadija,khadijamernissi@outlook.com,1986-11-27,Femme,Oujda,0677326857,2025-08-10,Affichage
CLI02540,Cherkaoui,Aziz,azizcherkaoui@yahoo.fr,1954-04-15,1,Meknès,0731024264,2022-06-11,TikTok
CLI04844,Benhaddou,Hamid,hamid.benhaddou@yahoo.fr,1967-05-14,M,Nador,0716993077,2022-06-22,Instagram
CLI01756,Idrissi,Nour,nour-idrissi4@menara.ma,1981-09-04,female,kénitra,0632452756,2025-03-22,Direct
CLI00492,Mernissi,Soufiane,soufiane.mernissi@outlook.com,1952-04-23,M,Casablanca,0791497501,2022-09-09,TV
CLI01712,Benkirane,Aziz,azizbenkirane@outlook.com,1957-04-13,male,Meknès,0617092176,2023-03-02,Recommandation
CLI04406,El Fassi,Rania,rania.elfassi@menara.ma,1951-04-26,female,Fès,0627359471,2023-06-01,Recommandation
CLI04258,Belkadi,Othmane,othmane_belkadi79@outlook.com,1947-07-05,M,Agadir,0777460110,2024-02-08,Affichage
CLI03047,Oulhaj,Hafida,hafida_oulhaj@menara.ma,1981-05-10,Femme,Nador,0680753939,2023-12-12,Affichage
CLI00192,Benomar,Samir,samirbenomar98@yahoo.fr,1948-01-24,male,Fès,0767700518,2022-08-01,Recommandation
CLI03462,Benjelloun,Hind,hindbenjelloun@gmail.com,1968-03-08,female,Oujda,0658618211,2025-04-24,Recommandation
CLI04921,Oulhaj,Oumaima,oumaimaoulhaj@hotmail.com,1978-05-09,f,marrakech,0755093488,2023-06-13,Facebook
CLI00430,El Amrani,Hafida,hafidaelamrani@hotmail.com,1987-01-05,Femme,Fès,0737189239,2022-05-27,Facebook
CLI04891,El Ghazi,Laila,laila.elghazi@menara.ma,1983-02-16,Femme,Safi,0797413973,2025-08-08,Instagram
CLI04789,El Hajjaji,Rim,rim-elhajjaji@gmail.com,1965-07-22,F,Taza,0702181299,2025-08-16,TikTok
CLI03857,Belkadi,Zineb,zineb-belkadi@menara.ma,1962-11-11,F,El Jadida,0737038857,2024-05-20,Direct
CLI03276,El Hamdouchi,Widad,widad.elhamdouchi@hotmail.com,1966-09-17,f,Marrakech,0605799798,2024-11-11,Recommandation
CLI99492,El Azzouzi,Driss,driss_elazzouzi@outlook.com,1975-05-11,male,Meknès,0759930013,2022-03-30,Recommandation
CLI02065,Idrissi,Zakaria,zakaria-idrissi@menara.ma,1973-05-06,M,Béni Mellal,0792191050,2023-09-24,Direct
CLI00353,Berrada,Nour,nour_berrada@gmail.com,1956-09-15,f,BENI MELLAL,0779228777,2024-06-09,Facebook
CLI01100,El Hamdouchi,Ilham,ilham-elhamdouchi@yahoo.fr,2007-09-10,female,tetouan,0777486759,2025-01-21,TikTok
CLI02905,El Ouafi,Karim,karim.elouafi98@hotmail.com,1953-08-19,male,Casablanca,0776040962,2023-04-27,Influenceur
CLI03943,El Moussaoui,Sanaa,sanaaelmoussaoui@menara.ma,1982-01-31,Femme,Béni Mellal,0754827395,2022-05-13,Recommandation
CLI04480,Moussaoui,Hamid,hamidmoussaoui@menara.ma,1967-01-14,Homme,Fès,0607828367,2022-11-28,TV
CLI04674,Moussaoui,Omar,omar_moussaoui@hotmail.com,1975-12-21,M,Fès,0716607738,2024-12-10,Influenceur
CLI04481,Benomar,Hanane,hanane.benomar@outlook.com,1948-05-13,F,Casablanca,0684397901,2024-10-25,Direct
CLI04192,El Hamdouchi,Bilal,bilal_elhamdouchi17@outlook.com,1977-01-29,m,Meknès,0782927307,2022-12-05,Email
CLI96614,Benkirane,Malika,malikabenkirane@outlook.com,1950-07-06,0,Fès,0673243703,2024-01-15,TV
CLI03620,Oulhaj,Mariam,mariam-oulhaj@menara.ma,1988-12-26,female,TETOUAN,0606067087,2026-03-26,Influenceur
CLI00206,Bakkali,Naima,naima-bakkali@outlook.com,1982-07-24,f,Oujda,0633433339,2025-04-07,TikTok
CLI02847,Errami,Kawtar,kawtar-errami@outlook.com,2015-06-01,f,El Jadida,0617213702,2023-02-07,Influenceur
CLI00209,El Ouafi,Imane,imaneelouafi@menara.ma,1986-08-30,F,Agadir,0747292931,2024-03-30,Recommandation
CLI02723,El Fassi,Latifa,latifa-elfassi@gmail.com,1971-09-09,F,Meknès,0761249833,2023-10-28,Recommandation
CLI01970,El Amrani,Zakaria,zakaria-elamrani@hotmail.com,1959-03-14,m,Nador,0625701620,2026-04-02,Influenceur
CLI01829,Tahiri,Widad,widad-tahiri27@yahoo.fr,1965-11-25,Femme,Rabat,0680177106,2026-02-23,Facebook
CLI03412,Drissi,Salma,salma-drissi@hotmail.com,2002-10-24,F,Kenitra,0643810063,2022-12-18,Instagram
CLI04344,Benhaddou,Imane,imane-benhaddou40@yahoo.fr,1996-05-07,Femme,kénitra,0769879608,2023-09-14,Direct
CLI00274,Ouazzani,Nour,nourouazzani@gmail.com,2009-10-22,Femme,Tétouan,0754601585,2025-08-26,Instagram
CLI02517,Ouazzani,Kawtar,kawtar-ouazzani@yahoo.fr,1987-01-22,female,Fès,0689034544,2025-01-21,Influenceur
CLI00340,Ouazzani,Ilyas,ilyas_ouazzani83@menara.ma,1956-09-19,m,Oujda,0702437573,2024-05-21,Affichage
CLI01006,Lamrani,Othmane,othmane.lamrani@yahoo.fr,1959-07-21,male,tng,0734050892,2024-06-15,Direct
CLI03075,Bouazza,Adil,adil-bouazza74@outlook.com,1959-09-06,m,Taza,0769246105,2025-01-31,TV
CLI01697,Filali,Imane,imane.filali@hotmail.com,1964-04-05,female,Tnja,0634408833,2024-07-07,Instagram
CLI02187,Lahlou,Manal,manal.lahlou@gmail.com,1948-12-15,0,Marrakech,0600723149,2024-10-06,Facebook
CLI03264,Kettani,Aziz,aziz_kettani@yahoo.fr,1946-06-01,1,Tanger,0684058870,2024-09-25,Recommandation
CLI03494,Filali,Btissam,btissam.filali22@hotmail.com,1992-05-31,F,tanja,0756630906,2024-03-02,Influenceur
CLI04309,Ksikes,Nassim,nassim-ksikes@menara.ma,1983-01-15,1,meknès,0689581238,2024-12-03,Influenceur
CLI04123,El Mansouri,Driss,driss_elmansouri@hotmail.com,1980-05-09,male,Rabat,0764522039,2024-08-21,Recommandation
CLI00309,El Bakkali,Hicham,hicham_elbakkali@hotmail.com,1998-03-31,Homme,TETOUAN,0777848588,2023-09-20,Google SEO
CLI04322,Chakir,Nassim,nassim-chakir@yahoo.fr,2001-12-11,m,Tanger,0784951105,2023-03-13,TikTok
CLI03856,Oulhaj,Ghita,ghita.oulhaj@outlook.com,1993-06-11,f,Marrakech,0704022749,2023-03-24,Email
CLI04341,Cherkaoui,Sara,sara_cherkaoui47@hotmail.com,1992-03-30,Femme,Nador,0707421787,2024-09-23,Affichage
CLI04893,Idrissi,Bilal,bilalidrissi@hotmail.com,1946-12-31,m,Kénitra,0707604565,2022-12-31,Google SEO
CLI03930,Benali,Rachid,rachidbenali@hotmail.com,1966-02-20,m,Casablanca,0671053883,2022-05-08,Recommandation
CLI03849,Bouazza,Rachid,pasdearobase.com,1972-06-18,H,Rabat,0724197502,2025-12-05,Affichage
CLI04574,Idrissi,Sara,saraidrissi@outlook.com,1957-09-04,Femme,El Jadida,0780969630,2024-09-03,TV
CLI03591,El Azzouzi,Abdellatif,abdellatif_elazzouzi2@yahoo.fr,1969-08-03,male,TAZA,0654963083,2025-07-19,TV
CLI03152,El Ouafi,Yasmine,yasmine.elouafi@menara.ma,1962-04-08,F,Taza,0636345280,2024-12-15,Recommandation
CLI00027,El Amrani,Ilyas,ilyas-elamrani@outlook.com,1979-05-26,M,Casablanca,0736349578,2026-03-27,Affichage
CLI04340,Chraibi,Kawtar,kawtar.chraibi@gmail.com,1984-09-01,f,Fes,0605337753,2023-01-05,Instagram
CLI00028,Saidi,Btissam,btissamsaidi@yahoo.fr,1981-03-13,0,Béni Mellal,0633749894,2023-04-30,Instagram
CLI01371,Chakir,Nadia,nadia_chakir@outlook.com,1960-01-16,female,Kenitra,0754612536,2026-03-08,Google SEO
CLI02376,Chakir,Salma,salma.chakir77@outlook.com,1952-06-28,0,Béni Mellal,0615109810,2022-12-08,Google SEO
